"ID da resposta","Data de envio","Última página","Idioma inicial","Data de início","Data da última ação","Endereço IP","Qual é o seu gênero?","Qual a sua cor ou raça?","Ano de nascimento","Qual é o seu mais alto nível de escolaridade?","Em relação a sua organização, avalie o seu grau de concordância com as seguintes afirmações:  	  [I-Meu órgão de trabalho é capaz de recrutar pessoas com as habilidades corretas.]","Em relação a sua organização, avalie o seu grau de concordância com as seguintes afirmações:  	  [II-Promoções em meu órgão de trabalho são baseadas no mérito.]","Em relação a sua organização, avalie o seu grau de concordância com as seguintes afirmações:  	  [III-Indicações para cargos comissionados deveriam ser baseadas no mérito.]","Qual o seu nível de satisfação com o reconhecimento que você recebe por fazer um bom trabalho?","Avalie o grau de importância dos itens a seguir para nomeação a cargos comissionados.   	  [I-Competência técnica.]","Avalie o grau de importância dos itens a seguir para nomeação a cargos comissionados.   	  [II-Afiliação a partidos políticos.]","Avalie o grau de importância dos itens a seguir para nomeação a cargos comissionados.   	  [III-Especialização na carreira.]","Avalie o grau de importância dos itens a seguir para nomeação a cargos comissionados.   	  [IV-Rede de relacionamento pessoal.]","Avalie o seu grau de concordância com os itens a seguir:  	  [I-Minha percepção é que o governo utiliza ao máximo minhas habilidades.]","Avalie o seu grau de concordância com os itens a seguir:  	  [II-Em meu atual cargo sinto-me encorajado a trazer novos e melhores modos de trabalho.]","Avalie o seu grau de concordância com os itens a seguir:  	  [III-Tenho condições para tomar decisões próprias na realização do meu trabalho.]","Avalie o seu grau de concordância com os itens a seguir:  	  [IV-A aprovação de um projeto depende das minhas considerações técnicas]","Qual o nível de satisfação com o seu envolvimento nas decisões que afetam seu trabalho?","Com que frequência regras e regulamentos formais impedem que você execute seu trabalho?","Avalie o seu grau de concordância com os itens a seguir:  	  [I-Uma carreira no setor público é desejada entre os graduados das melhores universidades do país.]","Avalie o seu grau de concordância com os itens a seguir:  	  [II-Servidores nunca se beneficiam de seus cargos, exceto pelo seu salário.]","Avalie o seu grau de concordância com os itens a seguir:  	  [III-Servidores são politicamente neutros no desempenho de suas funções.]","Avalie o seu grau de concordância com os itens a seguir:  	  [IV-Servidores devem obedecer estritamente aos seus superiores.]","Avalie o seu grau de concordância com os itens a seguir:  	  [V-Servidores possuem liberdade para substituir regras formais em favor de seu próprio julgamento.]","Ter conexões políticas pode ser importante no setor público em algumas ocasiões.   	Avalie o grau de importância dos itens a seguir: [I-Obter um aumento salarial.]","Ter conexões políticas pode ser importante no setor público em algumas ocasiões.   	Avalie o grau de importância dos itens a seguir: [II-Alcançar o objetivo da política pública.]","Avalie o seu grau de concordância com os itens a seguir:  [I-A cultura organizacional de meu órgão dificulta práticas de corrupção]","Avalie o seu grau de concordância com os itens a seguir:  [II-Organizações da sociedade civil são capazes de participar do processo de tomada de decisão das políticas do meu órgão.]","Avalie o seu grau de concordância com os itens a seguir:  [III-Minha organização é cobrada em relação à obtenção de resultados.]","Avalie o seu grau de concordância com os itens a seguir:  [IV-O desempenho da minha organização é bem avaliado pela sociedade.]","Avalie o seu grau de concordância com os itens a seguir:  [V-A gestão das políticas de competência do meu órgão conta com instrumentos de coordenação entre diferentes níveis de governo.]","Avalie o seu grau de concordância com os itens a seguir:  [VI-A sociedade respeita as autoridades governamentais não eleitas.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [I-Recursos humanos.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [II-Orçamento.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [III-Recursos tecnológicos.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [IV-Estabilidade do quadro dirigente.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [V-Processos de planejamento, monitoramento e avaliação.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [VI-Legislação.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [VII-Instrumentos de relacionamento com o Poder Judiciário e o Ministério Público.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [VIII-Instrumentos de relacionamento com o Poder Legislativo.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [IX-Instrumentos de coordenação interfederativa com estados e municípios.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [X-Auditorias e processos de controle.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [XI-Instrumentos de participação social.]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [XII-Acesso aos principais decisores políticos]","Os itens a seguir são obstáculos ao bom desempenho do seu órgão?  [XIII-Interferência político-partidária]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [I-Outras organizações ou agências ligadas ao seu órgão.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [II-Órgãos de outros ministérios.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [III-Congresso/Parlamentares.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [IV-Judiciário/Membros do judiciário.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [V-Órgãos de controle (TCU, CGU, Ministérios Público).]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [VI-Prefeituras.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [VII-Governos estaduais.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [VIII-Empresas privadas]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [IX-Organizações internacionais.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [X-Organizações da sociedade civil.]","Nos últimos 12 meses, com que frequência você interagiu com:  	  [XI-Universidades e institutos de pesquisa.]","Os servidores de sua organização possuem as habilidades descritas abaixo? Avalie o seu grau de concordância com os itens a seguir: [I-Conhecimentos das políticas públicas do setor de atuação.]","Os servidores de sua organização possuem as habilidades descritas abaixo? Avalie o seu grau de concordância com os itens a seguir: [II-Habilidades de pesquisa.]","Os servidores de sua organização possuem as habilidades descritas abaixo? Avalie o seu grau de concordância com os itens a seguir: [III-Habilidades para analisar políticas públicas.]","Os servidores de sua organização possuem as habilidades descritas abaixo? Avalie o seu grau de concordância com os itens a seguir: [IV-Liderança.]","Os servidores de sua organização possuem as habilidades descritas abaixo? Avalie o seu grau de concordância com os itens a seguir: [V-Habilidades para gerenciamento de conflitos.]","Os servidores de sua organização possuem as habilidades descritas abaixo? Avalie o seu grau de concordância com os itens a seguir: [VI-Habilidades de construção de relações interpessoais.]","Os servidores de sua organização possuem as habilidades descritas abaixo? Avalie o seu grau de concordância com os itens a seguir: [VII-Habilidade de comunicação.]","Atualmente, sua organização alcançou mais ou menos resultados comparado a cinco anos atrás?","Avalie o seu grau de concordância com os itens a seguir:  	  [As políticas produzidas pela organização a qual pertenço atingiram os resultados esperados.]","Avalie o seu grau de concordância com os itens a seguir:  	  [Os recursos disponíveis foram suficientes para o cumprimento das funções da organização à qual pertenço.]","Avalie o seu grau de concordância com os itens a seguir:  	  [As habilidades requeridas dos integrantes da organização a que pertenço estiveram adequadas para o alcance de seus objetivos]","Avalie o seu grau de concordância com os itens a seguir:  	  [Minha organização é criativa e inovadora.]","Há quantos anos você atua no serviço público?","Qual é o seu vínculo com a administração pública?","Qual é o seu vínculo com a administração pública? [Outros]","Qual é a sua carreira?  ","Sua organização pertence a qual ministério?","Sua organização pertence a qual ministério? [Outros]","Você trabalha no Distrito Federal ou em outra unidade da Federação?","Em que tipo de organização você trabalha atualmente?","Em qual órgão você trabalha atualmente?","Você possui cargo comissionado?","Qual é o seu cargo comissionado?","Você é filiado a algum partido político?","I) Dois servidores pertencem à mesma carreira, porém um está a mais tempo no cargo que o outro. O servidor com menos tempo apresenta maiores habilidades técnicas e obtém nomeação a cargo comissionado antes do servidor mais antigo na carreira.  	 ","II) Um servidor público proveniente de uma família influente trabalha em um órgão que deseja estabelecer parcerias com o empresariado local. Este servidor é promomovido, nomeado para um cargo de confiança, em detrimento de outros servidores com as mesmas competências técnicas e tempo de serviço. ","III) O governo adota um sistema de promoção nas carreiras com base em pontuação e com o objetivo de promover a diversidade concede pontos extras para minorias étnico-raciais.  ","IV) O governo adota um sistema de promoção nas carreiras com base em pontuação e com o objetivo de promover a diversidade concede pontos extras para mulheres.","Tempo total"
"1251","2018-05-17 11:03:43","10","pt-BR","2018-05-17 09:15:40","2018-05-17 11:03:43","189.50.88.54","F","4","1958","2","3","4","4","3","4","1","4","4","2","2","2","2","3","5","2","4","4","2","2","3","1","3","3","3","2","2","4","3","4","4","4","4","4","4","3","4","4","4","4","4","1","1","1","1","1","1","1","1","1","1","1","4","3","3","1","1","1","1","2","3","2","2","2","6","1","","2","A13","","2","2","AGENCIA NACIONAL DE AVIAÇÃO CIVIL","2","","0","999","999","999","999","6489.17"
"1252","2018-05-17 09:45:43","10","pt-BR","2018-05-17 09:16:42","2018-05-17 09:45:43","177.15.128.130","M","999","1982","2","2","3","5","4","3","2","3","3","3","4","4","4","4","3","4","2","2","3","2","4","2","3","3","4","3","2","3","4","4","5","2","4","3","3","4","4","3","2","2","5","3","4","4","4","3","4","4","4","1","1","2","2","3","2","4","3","3","4","4","2","3","2","3","2","1","","3","A14","","1","3","Ibama","1","2","0","3","2","2","3","1745.33"
"1253","2018-05-17 09:42:19","10","pt-BR","2018-05-17 09:20:46","2018-05-17 09:42:19","170.84.41.253","M","4","1969","2","3","3","5","4","4","2","3","3","3","4","4","3","3","3","4","5","3","2","3","3","2","3","1","4","3","4","3","3","4","4","3","4","3","2","2","2","2","2","2","2","4","2","1","3","3","2","2","3","1","1","2","4","4","4","3","3","3","4","4","5","4","4","4","2","1","","2","A16","","2","3","IBGE - FUNDAÇÃO INSTITUTO BRASILEIRO DE GEOGRAFOA E ESTATISTICA","1","1","0","4","1","2","2","1299.17"
"1254","2018-05-17 09:41:24","10","pt-BR","2018-05-17 09:30:16","2018-05-17 09:41:24","189.50.88.49","M","2","1957","3","2","1","4","2","3","1","3","1","1","1","2","3","3","2","3","4","2","2","2","3","2","2","1","1","1","1","1","4","3","3","4","4","2","2","2","2","2","2","2","4","3","1","1","2","1","1","1","3","4","1","1","4","3","3","2","1","1","2","3","3","3","2","2","3","1","","3","A21","","1","2","Agência Nacional e Aviação Civil - ANAC","1","1","0","3","1","2","2","672.89"
"1256","2018-05-17 17:48:12","10","pt-BR","2018-05-17 09:36:26","2018-05-17 17:48:12","200.130.56.1","M","2","1949","4","5","5","5","5","4","1","3","3","4","4","4","3","5","2","1","4","4","3","1","1","4","5","4","5","5","5","999","2","3","3","1","1","3","3","2","2","1","1","1","3","5","5","5","1","2","4","2","5","2","3","2","5","5","5","4","4","5","5","5","5","5","5","5","6","-oth-","","3","A21","","1","4","EPL - Empresa de Planejamento e Logística","1","3","2","4","1","1","1","16881.6"
"1257","2018-05-17 10:00:38","10","pt-BR","2018-05-17 09:41:04","2018-05-17 10:00:38","189.2.19.116","M","4","1969","2","3","3","5","4","4","1","3","3","2","4","4","2","4","4","4","2","4","5","1","4","4","3","2","4","4","4","3","4","4","4","4","4","4","3","3","4","4","3","4","5","1","1","1","1","1","1","1","5","1","1","1","4","4","3","4","4","4","4","3","4","2","4","2","2","1","","2","A1","","2","1","Servico de Inspecao Federal (SIF)","2","","0","4","1","1","1","1176.94"
"1258","2018-05-17 10:40:24","10","pt-BR","2018-05-17 09:44:37","2018-05-17 10:40:24","189.9.32.130","M","4","1958","3","4","2","999","4","999","999","999","999","5","4","4","4","4","1","1","4","4","4","2","4","3","999","1","4","4","4","4","2","2","2","3","3","2","2","2","3","3","4","4","3","1","1","1","1","1","1","1","1","1","1","1","4","4","4","4","4","4","4","4","3","4","4","4","6","1","","2","A25","","2","3","AGU - PF/ES-INSS - PROCURADORIA FEDERAL DO INSS","2","","0","4","4","999","1","3351.76"
"1259","2018-05-17 10:47:03","10","pt-BR","2018-05-17 09:52:24","2018-05-17 10:47:03","201.33.31.7","M","4","1980","3","2","2","5","3","4","1","4","3","2","4","3","2","4","3","2","2","2","4","2","3","4","3","4","4","3","5","3","5","5","5","5","5","5","3","5","3","3","3","5","5","1","3","1","2","2","1","1","5","3","5","4","3","2","3","2","3","3","3","3","4","2","2","3","1","1","","3","A21","","2","2","Agencia Nacional de Aviacao Civil.","1","2","0","3","1","1","1","3225.32"
"1260","2018-05-17 10:02:58","10","pt-BR","2018-05-17 09:55:00","2018-05-17 10:02:58","177.203.53.243","M","4","1989","3","2","2","5","3","4","1","3","3","2","3","2","1","2","4","2","3","1","4","1","4","4","4","1","5","4","3","1","5","4","2","2","4","5","1","1","4","1","1","1","1","4","3","1","1","1","3","3","3","1","2","3","4","4","2","2","2","2","2","4","2","2","2","4","2","1","","2","A16","","2","3","Instituto Brasileiro de Geografia e Estatistica","1","1","1","4","3","1","1","482.63"
"1261","2018-05-17 10:17:41","10","pt-BR","2018-05-17 10:05:54","2018-05-17 10:17:41","170.84.40.253","M","2","1955","3","4","4","3","4","3","2","3","4","3","5","5","4","4","4","4","2","3","3","2","1","1","4","2","4","5","3","3","4","4","4","3","3","5","3","3","3","4","2","2","2","2","1","1","1","1","2","2","4","1","3","2","4","4","4","3","3","3","3","5","4","4","4","3","6","1","","3","A16","","2","3","FUNDAÇÃO IBGE","2","","0","4","1","3","3","710.58"
"1263","2018-05-17 10:29:54","10","pt-BR","2018-05-17 10:18:41","2018-05-17 10:29:54","200.179.25.178","F","2","1985","5","2","3","4","3","4","1","3","2","2","4","4","4","4","3","5","3","3","2","2","3","2","4","4","4","3","4","3","4","4","5","3","4","4","3","3","2","2","2","2","2","2","2","1","1","1","1","1","4","2","1","1","4","4","3","4","4","4","4","4","3","2","3","3","2","1","","3","A15","","2","2","Agência Nacional do Petróleo, Gás Natural e Biocombustíveis","2","","0","4","1","1","1","677.57"
"1264","2018-05-17 10:36:10","10","pt-BR","2018-05-17 10:19:04","2018-05-17 10:36:10","179.210.94.50","M","2","1954","5","4","4","4","4","3","2","3","2","4","4","5","4","999","2","4","3","3","4","3","999","999","3","2","4","3","4","3","3","4","4","3","3","999","999","999","999","999","999","999","999","3","2","1","1","1","1","1","1","2","1","3","999","4","3","4","3","3","4","4","3","3","4","4","6","1","","3","A3","","2","1","Observatorio Nacional","2","","0","3","2","2","2","1032.45"
"1266","2018-05-17 11:11:36","10","pt-BR","2018-05-17 10:33:45","2018-05-17 11:11:36","200.130.2.10","M","4","1972","3","2","2","4","2","4","1","4","2","2","2","2","3","2","3","2","2","2","4","1","3","3","3","1","2","2","2","3","5","2","2","4","4","3","2","2","2","2","999","2","5","2","3","1","1","2","1","1","3","1","1","1","4","4","4","4","4","4","3","2","3","5","2","2","4","-oth-","Contrato Temporário da União","4","A8","","1","1","DIRETORIA DE TECNOLOGIA DA INFORMACAO","2","","0","4","4","2","2","2275.17"
"1268","2018-05-17 11:37:34","10","pt-BR","2018-05-17 10:39:49","2018-05-17 11:37:34","Invalid","F","2","1958","5","4","5","5","5","4","1","4","4","4","4","4","3","5","3","3","3","3","4","1","3","3","4","4","5","5","5","3","5","5","5","5","5","5","5","5","5","4","4","4","1","5","5","3","3","4","1","2","2","2","2","5","5","4","4","3","3","4","4","3","4","4","4","5","6","1","","3","A8","","1","3","Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES","1","1","0","4","1","1","1","3469.96"
"1269","2018-05-17 10:59:12","10","pt-BR","2018-05-17 10:48:14","2018-05-17 10:59:12","189.125.91.2","M","2","1985","3","1","3","1","4","4","2","4","4","3","4","5","5","5","3","5","1","1","2","1","1","4","4","5","4","2","1","2","4","3","5","1","4","4","2","2","2","3","1","3","3","4","2","3","1","3","1","2","4","3","4","2","1","4","2","2","2","4","3","5","4","2","2","3","3","1","","3","A18","","2","2","Agencia Nacional de Saude Suplementar","1","3","0","4","3","1","1","662.34"
"1271","2018-05-17 11:09:25","10","pt-BR","2018-05-17 10:56:38","2018-05-17 11:09:25","201.59.132.34","M","2","1965","2","1","1","4","2","4","1","3","3","3","1","2","3","1","4","4","2","2","2","1","4","4","2","3","4","4","3","4","5","999","2","5","5","2","3","4","2","2","999","999","4","1","1","1","1","2","1","1","5","1","1","1","4","2","3","3","3","1","3","4","3","3","2","3","3","1","","3","A13","","2","1","Polícia Rodoviária Federal","2","","0","3","1","1","1","769.84"
"1272","2018-05-17 11:27:51","10","pt-BR","2018-05-17 11:06:51","2018-05-17 11:27:51","200.0.81.86","M","4","1962","2","3","1","5","3","4","1","3","4","2","1","2","1","3","4","1","2","1","4","1","4","1","3","1","5","2","999","2","2","4","3","2","2","2","4","3","3","1","2","4","5","1","1","1","1","1","1","1","1","1","1","1","2","4","3","3","4","4","4","1","2","1","3","3","2","1","","2","A3","","2","3","Agencia Nacional de Telecomunicacoes","2","","0","4","2","1","1","1264.16"
"1273","2018-05-17 11:28:27","10","pt-BR","2018-05-17 11:10:28","2018-05-17 11:28:27","200.252.29.162","F","4","1968","2","4","3","4","4","4","1","3","2","4","4","4","3","4","4","4","3","2","3","2","1","3","999","999","999","999","999","4","4","4","3","4","4","4","999","999","999","999","999","999","4","5","4","999","999","999","5","3","1","999","999","4","4","4","4","3","3","4","4","999","999","2","999","3","5","1","","2","A18","","1","3","Fundação Nacional de Saúde/MS","1","2","0","4","1","1","1","1083.79"
"1275","2018-05-17 11:47:58","10","pt-BR","2018-05-17 11:29:28","2018-05-17 11:47:58","Invalid","M","4","1989","2","1","1","5","1","4","1","3","2","1","1","5","1","1","5","3","1","1","1","1","4","4","4","1","4","1","4","4","1","5","5","5","5","5","5","5","3","5","3","5","5","1","1","1","1","1","3","1","3","1","1","1","3","5","4","3","3","3","4","999","2","1","4","1","1","1","","2","A16","","2","3","IBGE  - Instituto Brasileiro de Geografia e Estatistica.","2","","0","4","1","1","1","1115.32"
"1276","2018-05-17 11:49:39","10","pt-BR","2018-05-17 11:33:35","2018-05-17 11:49:39","200.156.7.155","F","2","1951","4","5","3","5","5","4","1","4","3","2","4","3","2","3","2","5","1","1","2","1","2","999","2","1","4","3","3","4","1","3","999","999","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","2","4","3","3","2","2","2","999","999","999","4","2","3","1","","3","A3","","2","3","Comissão Nacional de Energia Nuclear - CNEN","2","","0","3","1","3","2","967.43"
"1277","2018-05-17 12:47:51","10","pt-BR","2018-05-17 11:40:44","2018-05-17 12:47:51","189.103.96.109","M","2","1977","3","4","2","5","5","4","1","3","1","4","5","5","4","5","1","3","5","5","5","2","3","3","5","2","4","4","3","4","1","2","2","2","3","4","2","2","2","2","2","2","4","5","5","1","1","3","1","1","2","1","1","1","4","4","4","4","4","4","4","4","2","2","4","4","2","1","","3","A10","","2","1","Receita Federal","1","1","0","4","2","1","1","1673.84"
"1278","2018-05-17 11:59:54","10","pt-BR","2018-05-17 11:47:24","2018-05-17 11:59:54","189.9.73.110","M","4","1965","1","5","1","5","1","4","1","4","1","5","5","5","999","4","3","5","999","999","5","2","4","4","5","1","5","5","5","999","1","5","5","5","5","1","1","1","1","1","1","1","1","4","4","1","5","5","1","1","5","1","1","1","5","1","1","5","1","5","5","5","5","5","5","5","6","3","","2","A10","","2","4","PROCURADORIA - PGFN5PE","2","","0","4","1","4","1","753.61"
"1279","2018-05-17 12:21:26","10","pt-BR","2018-05-17 11:55:58","2018-05-17 12:21:26","191.187.188.110","M","4","1974","2","3","2","4","2","3","1","2","4","1","4","3","3","2","3","5","3","2","4","2","3","4","2","3","4","2","5","3","2","3","2","4","999","4","2","2","2","2","2","1","1","5","5","5","1","2","5","5","1","1","2","1","4","3","4","4","3","4","5","2","2","4","4","4","3","-oth-","Cargo comissionado ","3","-oth-","Camara dos Deputados","2","1","Camara dos Deputados ","1","2","1","3","4","1","1","1533.43"
"1280","2018-05-17 14:41:31","10","pt-BR","2018-05-17 12:02:35","2018-05-17 14:41:31","Invalid","F","2","1967","1","5","5","4","5","4","1","4","3","5","5","4","4","5","3","5","5","4","4","5","4","4","5","4","4","4","5","5","5","4","4","4","4","4","4","4","4","5","4","4","5","4","4","5","2","5","5","5","5","5","5","5","5","5","4","4","4","4","4","5","4","5","4","4","6","1","","2","A1","","1","1","Ministério da Agricultura, Pecuária e Abastecimento - MAPA/SDA/MAPA","1","1","0","4","4","3","2","4553.59"
"1281","2018-05-17 12:20:59","10","pt-BR","2018-05-17 12:04:51","2018-05-17 12:20:59","200.198.196.205","F","2","1980","5","4","2","4","3","3","1","3","4","3","3","2","4","2","3","3","2","1","3","1","2","4","3","3","2","3","4","4","4","2","4","4","3","3","3","3","3","3","2","3","4","5","5","3","1","3","3","3","3","3","4","4","4","4","4","3","3","4","4","1","2","2","4","4","2","1","","3","A16","","1","1","Secretaria de Desenvolvimento da Infraestrutura","1","2","0","4","3","4","4","967.76"
"1282","2018-05-17 15:41:05","10","pt-BR","2018-05-17 12:25:44","2018-05-17 15:41:05","Invalid","M","4","1949","4","4","4","4","4","4","2","4","2","4","4","5","4","4","1","4","2","1","4","2","2","2","4","4","4","4","5","4","4","5","4","4","2","2","2","4","2","2","2","2","4","3","2","1","1","1","1","1","3","1","3","3","2","4","2","4","4","4","4","4","4","2","4","5","6","3","","3","A1","","2","4","Empresa Brasileira de Pesquisa Agropecuaria","2","","0","4","1","3","3","11724.8"
"1283","2018-05-17 12:34:41","10","pt-BR","2018-05-17 12:25:59","2018-05-17 12:34:41","189.9.21.101","M","2","1980","3","3","2","4","3","3","999","3","4","2","2","2","2","3","2","4","4","2","1","2","4","4","2","2","3","3","999","4","4","2","3","2","4","2","2","2","2","2","2","4","4","5","1","1","1","2","1","1","5","1","1","1","4","2","4","2","3","4","4","1","2","4","4","3","3","1","","3","A10","","1","1","Tesouro Nacional","2","","0","4","1","1","1","526.25"
"1284","2018-05-17 12:46:12","10","pt-BR","2018-05-17 12:33:38","2018-05-17 12:46:12","186.228.53.250","M","2","1957","4","2","2","5","1","4","1","3","2","2","1","5","3","1","3","4","3","999","3","3","999","999","2","2","4","4","2","2","4","5","4","2","2","3","4","4","999","3","2","4","3","3","3","1","1","1","1","1","2","2","1","3","2","4","3","2","2","1","1","1","3","2","2","2","6","1","","3","A16","","2","3","Fundacao Instituto Brasileiro de Geografia e Estatistica","2","","0","3","2","1","1","759.94"
"1285","2018-05-17 12:59:39","10","pt-BR","2018-05-17 12:38:26","2018-05-17 12:59:39","Invalid","F","2","1978","2","5","999","5","4","4","2","4","2","999","5","4","999","4","3","4","999","3","4","3","2","2","999","4","4","2","4","999","4","5","5","4","5","4","4","4","4","4","4","4","4","5","4","1","1","2","4","4","1","1","1","5","2","2","3","3","2","2","3","3","3","2","3","3","1","-oth-","CTU","2","A18","","2","4","HOSPITAL FEDERAL DO ANDARAÍ , ASSISTENTE ADMINISTRATIVO NO SETOR DE FATURAMENTO, CONTRATO DA UNIÃO NIVEL MÉDIO. PORÉM POSSUO NÍVEL SUPERIOR COM VASTA  EXPERIENCIA NA ÁREA DA SAÚDE PÚBLICA , GOSTARIA MUITO DE UMA OPORTUNIDADE COM UM CONTRATO DE NÍVEL SUPERIOR  ASSIM QUE POSSÍVEL . ESPERO TER CONTRIBUÍDO PARA ESSE ESTUDO .","2","","0","4","1","3","3","1277.85"
"1286","2018-05-17 12:59:08","10","pt-BR","2018-05-17 12:42:50","2018-05-17 12:59:08","187.52.158.204","F","5","1963","2","4","3","5","3","4","1","4","3","3","5","5","5","5","3","5","4","3","4","1","1","1","5","3","4","4","5","4","2","2","2","3","2","2","2","2","2","2","2","2","4","5","5","1","5","3","5","5","5","3","5","5","4","5","4","4","4","4","4","4","4","3","4","5","6","1","","2","A19","","2","1","AGENCIA DE JARAGUA DO SUL/SC","1","1","0","4","1","3","4","982.62"
"1287","2018-05-17 13:39:26","10","pt-BR","2018-05-17 13:21:53","2018-05-17 13:39:26","189.61.70.254","M","2","1969","5","4","1","5","2","4","1","4","1","1","2","2","5","2","3","5","4","2","2","2","3","3","1","1","2","1","1","1","1","2","2","2","2","4","4","4","4","4","4","4","5","3","2","1","1","1","1","1","3","1","1","1","2","2","2","2","2","4","4","2","2","4","2","1","3","1","","3","A21","","1","2","ANTAQ","1","2","0","4","1","1","1","1056.91"
"1290","2018-05-17 13:54:26","10","pt-BR","2018-05-17 13:41:11","2018-05-17 13:54:26","189.9.0.124","M","2","1988","2","2","2","5","3","4","1","3","3","2","3","3","1","3","3","5","2","2","2","1","3","3","4","4","4","2","2","2","3","4","4","5","4","5","3","4","3","4","3","4","3","4","2","2","2","2","999","999","999","999","999","999","3","3","3","2","2","2","2","4","3","3","3","2","1","1","","2","A13","","1","1","DEPEN","2","","0","4","1","1","1","799.87"
"1292","2018-05-17 13:59:26","10","pt-BR","2018-05-17 13:47:54","2018-05-17 13:59:26","201.53.74.185","F","2","1974","5","2","2","5","3","4","1","4","2","2","2","3","2","2","999","3","1","1","3","2","999","999","2","3","4","3","3","3","2","4","3","3","4","4","4","3","4","3","3","3","4","1","1","1","1","1","1","1","1","1","1","1","999","999","999","999","999","999","999","4","2","3","3","2","3","1","","3","A18","","999","2","-","2","","0","4","1","2","2","698.68"
"1294","2018-05-17 14:08:26","10","pt-BR","2018-05-17 13:54:39","2018-05-17 14:08:26","200.0.81.86","M","2","1962","2","4","4","5","4","4","1","3","2","2","2","5","3","3","2","3","3","2","4","3","2","4","4","4","4","3","4","3","4","4","3","3","2","4","2","2","3","3","2","2","4","1","1","1","1","1","1","1","1","1","1","1","4","3","4","3","3","4","4","3","3","2","4","2","3","1","","3","A3","","1","2","ANATEL - Agência Nacional de Telecomunicações","2","","0","4","1","1","1","831.39"
"1295","2018-05-17 14:26:36","10","pt-BR","2018-05-17 14:03:41","2018-05-17 14:26:36","200.198.216.238","F","2","1972","4","2","2","5","3","4","1","4","3","2","2","4","3","3","2","3","2","2","3","2","4","1","3","4","4","3","4","3","3","2","5","1","1","4","4","4","4","999","2","4","5","4","4","1","1","1","1","1","1","4","3","1","3","3","3","3","3","4","3","999","3","999","2","2","4","1","","3","A18","","1","3","AGENCIA NACIONAL DE VIGILANCIA SANITARIA","2","","0","3","2","3","3","1378.34"
"1296","2018-05-17 14:36:05","10","pt-BR","2018-05-17 14:13:27","2018-05-17 14:36:05","200.198.196.205","M","2","1959","3","2","2","4","2","3","2","3","2","2","2","4","3","3","2","4","2","2","2","2","3","3","4","3","4","3","3","4","4","4","4","4","2","2","2","2","2","3","2","2","4","5","4","5","1","1","3","3","1","1","2","1","4","3","4","3","2","3","3","4","3","2","4","3","5","1","","3","A16","","1","1","Ministério do Planejamento Desenvolvimento e Gestão","1","2","0","3","1","1","1","1361.39"
"1297","2018-05-17 16:54:42","10","pt-BR","2018-05-17 14:27:27","2018-05-17 16:54:42","Invalid","M","2","1985","4","2","4","4","5","4","1","3","4","4","4","3","3","4","3","5","2","2","3","2","3","3","3","3","3","4","4","3","4","4","4","4","4","4","3","4","4","3","3","4","4","5","5","4","4","2","5","4","4","1","3","4","4","3","3","2","2","2","2","2","4","2","2","1","2","3","","3","A12","","2","4","Companhia de Desenvolvimento dos Vales do São Francisco e Parnaíba - Codevasf.","1","1","0","3","3","4","4","8840.4"
"1299","2018-05-17 14:46:15","10","pt-BR","2018-05-17 14:33:49","2018-05-17 14:46:15","191.37.150.51","M","2","1986","2","2","3","5","4","4","1","4","2","2","4","4","3","3","4","2","2","2","2","1","4","4","2","3","2","1","3","3","2","4","5","1","4","4","5","5","4","3","3","3","4","2","4","1","2","1","4","4","4","1","1","1","4","4","4","3","2","2","2","4","3","3","3","2","2","1","","2","A21","","2","2","Agência Nacional de Transportes Terrestres","1","1","0","4","3","1","1","750.8"
